date,STATE,Abnormal_Weather,State_Partisan_Learning,google_search_climate,google_search_hoax
11/1/2012,FLORIDA,0,Competitive,18,7
12/1/2012,FLORIDA,0,Competitive,12,2
1/1/2013,FLORIDA,0,Competitive,13,2
2/1/2013,FLORIDA,2,Competitive,16,2
3/1/2013,FLORIDA,1,Competitive,13,4
4/1/2013,FLORIDA,0,Competitive,15,2
5/1/2013,FLORIDA,1,Competitive,12,4
6/1/2013,FLORIDA,1,Competitive,10,0
7/1/2013,FLORIDA,7,Competitive,8,4
8/1/2013,FLORIDA,2,Competitive,10,2
9/1/2013,FLORIDA,0,Competitive,16,2
10/1/2013,FLORIDA,1,Competitive,16,2
11/1/2013,FLORIDA,0,Competitive,20,2
12/1/2013,FLORIDA,0,Competitive,13,0
1/1/2014,FLORIDA,0,Competitive,18,4
2/1/2014,FLORIDA,1,Competitive,19,4
3/1/2014,FLORIDA,0,Competitive,20,3
4/1/2014,FLORIDA,17,Competitive,27,2
5/1/2014,FLORIDA,3,Competitive,35,5
6/1/2014,FLORIDA,1,Competitive,17,0
7/1/2014,FLORIDA,3,Competitive,13,2
8/1/2014,FLORIDA,3,Competitive,12,0
9/1/2014,FLORIDA,13,Competitive,26,7
10/1/2014,FLORIDA,1,Competitive,26,0
11/1/2014,FLORIDA,1,Competitive,28,3
12/1/2014,FLORIDA,2,Competitive,17,3
1/1/2015,FLORIDA,0,Competitive,21,5
2/1/2015,FLORIDA,0,Competitive,29,5
3/1/2015,FLORIDA,0,Competitive,37,5
4/1/2015,FLORIDA,2,Competitive,39,6
5/1/2015,FLORIDA,0,Competitive,29,3
6/1/2015,FLORIDA,1,Competitive,18,4
7/1/2015,FLORIDA,2,Competitive,15,2
8/1/2015,FLORIDA,0,Competitive,19,0
9/1/2015,FLORIDA,4,Competitive,32,5
10/1/2015,FLORIDA,0,Competitive,31,4
11/1/2015,FLORIDA,5,Competitive,40,2
12/1/2015,FLORIDA,0,Competitive,37,17
1/1/2016,FLORIDA,1,Competitive,25,2
2/1/2016,FLORIDA,1,Competitive,27,3
3/1/2016,FLORIDA,1,Competitive,30,4
4/1/2016,FLORIDA,2,Competitive,37,3
5/1/2016,FLORIDA,3,Competitive,26,2
6/1/2016,FLORIDA,5,Competitive,15,2
7/1/2016,FLORIDA,2,Competitive,15,3
8/1/2016,FLORIDA,3,Competitive,16,3
9/1/2016,FLORIDA,11,Competitive,26,11
10/1/2016,FLORIDA,7,Competitive,33,7
11/1/2016,FLORIDA,1,Competitive,56,19
12/1/2016,FLORIDA,4,Competitive,39,12
1/1/2017,FLORIDA,2,Competitive,40,9
2/1/2017,FLORIDA,0,Competitive,35,8
3/1/2017,FLORIDA,0,Competitive,37,5
4/1/2017,FLORIDA,1,Competitive,46,5
5/1/2017,FLORIDA,0,Competitive,31,8
6/1/2017,FLORIDA,5,Competitive,48,15
7/1/2017,FLORIDA,3,Competitive,19,3
8/1/2017,FLORIDA,1,Competitive,21,2
9/1/2017,FLORIDA,16,Competitive,38,6
10/1/2017,FLORIDA,4,Competitive,35,6
11/1/2017,FLORIDA,0,Competitive,35,6
12/1/2017,FLORIDA,0,Competitive,30,3
1/1/2004,GEORGIA,0,Competitive,10,0
2/1/2004,GEORGIA,0,Competitive,41,0
3/1/2004,GEORGIA,0,Competitive,13,0
4/1/2004,GEORGIA,0,Competitive,10,0
5/1/2004,GEORGIA,1,Competitive,23,0
6/1/2004,GEORGIA,0,Competitive,9,0
7/1/2004,GEORGIA,0,Competitive,10,0
8/1/2004,GEORGIA,0,Competitive,9,0
9/1/2004,GEORGIA,6,Competitive,16,0
10/1/2004,GEORGIA,1,Competitive,0,0
11/1/2004,GEORGIA,0,Competitive,27,0
12/1/2004,GEORGIA,0,Competitive,12,0
1/1/2005,GEORGIA,0,Competitive,7,0
2/1/2005,GEORGIA,0,Competitive,11,0
3/1/2005,GEORGIA,11,Competitive,15,0
4/1/2005,GEORGIA,0,Competitive,21,0
5/1/2005,GEORGIA,0,Competitive,6,0
6/1/2005,GEORGIA,14,Competitive,13,0
7/1/2005,GEORGIA,16,Competitive,12,0
8/1/2005,GEORGIA,3,Competitive,11,0
9/1/2005,GEORGIA,0,Competitive,11,0
10/1/2005,GEORGIA,12,Competitive,5,0
11/1/2005,GEORGIA,0,Competitive,5,0
12/1/2005,GEORGIA,0,Competitive,20,0
1/1/2006,GEORGIA,2,Competitive,7,0
2/1/2006,GEORGIA,1,Competitive,9,0
3/1/2006,GEORGIA,1,Competitive,14,0
4/1/2006,GEORGIA,1,Competitive,13,0
5/1/2006,GEORGIA,0,Competitive,12,0
6/1/2006,GEORGIA,3,Competitive,10,0
7/1/2006,GEORGIA,0,Competitive,8,0
8/1/2006,GEORGIA,4,Competitive,3,0
9/1/2006,GEORGIA,0,Competitive,12,0
10/1/2006,GEORGIA,0,Competitive,11,0
11/1/2006,GEORGIA,0,Competitive,15,0
12/1/2006,GEORGIA,1,Competitive,10,0
1/1/2007,GEORGIA,0,Competitive,19,0
2/1/2007,GEORGIA,0,Competitive,31,0
3/1/2007,GEORGIA,0,Competitive,16,0
4/1/2007,GEORGIA,0,Competitive,31,0
5/1/2007,GEORGIA,11,Competitive,21,0
6/1/2007,GEORGIA,4,Competitive,12,0
7/1/2007,GEORGIA,2,Competitive,13,0
8/1/2007,GEORGIA,11,Competitive,15,0
9/1/2007,GEORGIA,20,Competitive,21,0
10/1/2007,GEORGIA,12,Competitive,24,0
11/1/2007,GEORGIA,10,Competitive,27,0
12/1/2007,GEORGIA,12,Competitive,18,0
1/1/2008,GEORGIA,0,Competitive,18,0
2/1/2008,GEORGIA,0,Competitive,15,0
3/1/2008,GEORGIA,0,Competitive,30,0
4/1/2008,GEORGIA,0,Competitive,38,0
5/1/2008,GEORGIA,0,Competitive,27,0
6/1/2008,GEORGIA,1,Competitive,25,0
7/1/2008,GEORGIA,3,Competitive,17,18
8/1/2008,GEORGIA,22,Competitive,15,0
9/1/2008,GEORGIA,2,Competitive,22,0
10/1/2008,GEORGIA,0,Competitive,28,0
11/1/2008,GEORGIA,1,Competitive,29,0
12/1/2008,GEORGIA,0,Competitive,23,0
1/1/2009,GEORGIA,2,Competitive,17,0
2/1/2009,GEORGIA,0,Competitive,17,0
3/1/2009,GEORGIA,2,Competitive,21,15
4/1/2009,GEORGIA,4,Competitive,33,16
5/1/2009,GEORGIA,3,Competitive,13,0
6/1/2009,GEORGIA,0,Competitive,40,0
7/1/2009,GEORGIA,1,Competitive,19,16
8/1/2009,GEORGIA,0,Competitive,17,0
9/1/2009,GEORGIA,16,Competitive,36,16
10/1/2009,GEORGIA,3,Competitive,44,15
11/1/2009,GEORGIA,10,Competitive,51,32
12/1/2009,GEORGIA,4,Competitive,75,16
1/1/2010,GEORGIA,5,Competitive,33,0
2/1/2010,GEORGIA,0,Competitive,38,15
3/1/2010,GEORGIA,0,Competitive,28,28
4/1/2010,GEORGIA,0,Competitive,31,0
5/1/2010,GEORGIA,1,Competitive,27,0
6/1/2010,GEORGIA,0,Competitive,14,16
7/1/2010,GEORGIA,2,Competitive,17,14
8/1/2010,GEORGIA,1,Competitive,11,13
9/1/2010,GEORGIA,0,Competitive,18,0
10/1/2010,GEORGIA,0,Competitive,26,0
11/1/2010,GEORGIA,3,Competitive,33,0
12/1/2010,GEORGIA,2,Competitive,26,0
1/1/2011,GEORGIA,4,Competitive,18,8
2/1/2011,GEORGIA,2,Competitive,15,0
3/1/2011,GEORGIA,0,Competitive,13,0
4/1/2011,GEORGIA,1,Competitive,16,0
5/1/2011,GEORGIA,4,Competitive,18,7
6/1/2011,GEORGIA,3,Competitive,9,0
7/1/2011,GEORGIA,6,Competitive,12,7
8/1/2011,GEORGIA,2,Competitive,14,0
9/1/2011,GEORGIA,19,Competitive,18,0
10/1/2011,GEORGIA,5,Competitive,24,7
11/1/2011,GEORGIA,2,Competitive,19,6
12/1/2011,GEORGIA,2,Competitive,14,0
1/1/2012,GEORGIA,3,Competitive,15,11
2/1/2012,GEORGIA,4,Competitive,19,6
3/1/2012,GEORGIA,8,Competitive,20,0
4/1/2012,GEORGIA,3,Competitive,24,6
5/1/2012,GEORGIA,4,Competitive,16,0
6/1/2012,GEORGIA,21,Competitive,9,0
7/1/2012,GEORGIA,14,Competitive,14,0
8/1/2012,GEORGIA,4,Competitive,14,0
9/1/2012,GEORGIA,1,Competitive,15,0
10/1/2012,GEORGIA,0,Competitive,23,5
11/1/2012,GEORGIA,1,Competitive,31,8
12/1/2012,GEORGIA,1,Competitive,14,5
1/1/2013,GEORGIA,3,Competitive,18,4
2/1/2013,GEORGIA,4,Competitive,19,13
3/1/2013,GEORGIA,0,Competitive,21,0
4/1/2013,GEORGIA,0,Competitive,27,0
5/1/2013,GEORGIA,3,Competitive,17,0
6/1/2013,GEORGIA,3,Competitive,16,5
7/1/2013,GEORGIA,6,Competitive,11,0
8/1/2013,GEORGIA,11,Competitive,16,0
9/1/2013,GEORGIA,0,Competitive,21,4
10/1/2013,GEORGIA,1,Competitive,18,0
11/1/2013,GEORGIA,0,Competitive,27,9
12/1/2013,GEORGIA,0,Competitive,18,5
1/1/2014,GEORGIA,0,Competitive,21,0
2/1/2014,GEORGIA,0,Competitive,28,10
3/1/2014,GEORGIA,0,Competitive,26,0
4/1/2014,GEORGIA,0,Competitive,34,7
5/1/2014,GEORGIA,0,Competitive,43,7
6/1/2014,GEORGIA,2,Competitive,15,5
7/1/2014,GEORGIA,0,Competitive,15,0
8/1/2014,GEORGIA,2,Competitive,14,0
9/1/2014,GEORGIA,3,Competitive,38,5
10/1/2014,GEORGIA,1,Competitive,27,7
11/1/2014,GEORGIA,0,Competitive,30,0
12/1/2014,GEORGIA,3,Competitive,20,5
1/1/2015,GEORGIA,2,Competitive,26,0
2/1/2015,GEORGIA,0,Competitive,28,20
3/1/2015,GEORGIA,0,Competitive,33,0
4/1/2015,GEORGIA,0,Competitive,43,10
5/1/2015,GEORGIA,0,Competitive,24,5
6/1/2015,GEORGIA,2,Competitive,17,8
7/1/2015,GEORGIA,0,Competitive,16,0
8/1/2015,GEORGIA,1,Competitive,29,5
9/1/2015,GEORGIA,1,Competitive,35,0
10/1/2015,GEORGIA,1,Competitive,40,5
11/1/2015,GEORGIA,0,Competitive,49,9
12/1/2015,GEORGIA,4,Competitive,53,18
1/1/2016,GEORGIA,0,Competitive,27,4
2/1/2016,GEORGIA,1,Competitive,39,4
3/1/2016,GEORGIA,0,Competitive,31,5
4/1/2016,GEORGIA,2,Competitive,46,4
5/1/2016,GEORGIA,0,Competitive,29,12
6/1/2016,GEORGIA,4,Competitive,18,4
7/1/2016,GEORGIA,8,Competitive,19,4
8/1/2016,GEORGIA,10,Competitive,25,0
9/1/2016,GEORGIA,12,Competitive,33,8
10/1/2016,GEORGIA,19,Competitive,39,13
11/1/2016,GEORGIA,12,Competitive,65,28
12/1/2016,GEORGIA,16,Competitive,49,11
1/1/2017,GEORGIA,8,Competitive,54,9
2/1/2017,GEORGIA,5,Competitive,48,9
3/1/2017,GEORGIA,5,Competitive,50,11
4/1/2017,GEORGIA,1,Competitive,50,11
5/1/2017,GEORGIA,2,Competitive,43,9
6/1/2017,GEORGIA,3,Competitive,59,16
7/1/2017,GEORGIA,0,Competitive,26,6
8/1/2017,GEORGIA,1,Competitive,36,11
9/1/2017,GEORGIA,15,Competitive,67,8
10/1/2017,GEORGIA,0,Competitive,39,4
11/1/2017,GEORGIA,0,Competitive,46,7
12/1/2017,GEORGIA,0,Competitive,28,7
1/1/2004,HAWAII,0,Liberal,24,0
2/1/2004,HAWAII,0,Liberal,23,0
3/1/2004,HAWAII,0,Liberal,0,0
4/1/2004,HAWAII,0,Liberal,22,0
5/1/2004,HAWAII,0,Liberal,0,0
6/1/2004,HAWAII,0,Liberal,0,0
7/1/2004,HAWAII,0,Liberal,0,0
8/1/2004,HAWAII,0,Liberal,0,0
9/1/2004,HAWAII,0,Liberal,0,0
10/1/2004,HAWAII,1,Liberal,0,0
11/1/2004,HAWAII,0,Liberal,39,0
12/1/2004,HAWAII,0,Liberal,0,0
1/1/2005,HAWAII,2,Liberal,0,0
2/1/2005,HAWAII,1,Liberal,0,0
3/1/2005,HAWAII,0,Liberal,0,0
4/1/2005,HAWAII,0,Liberal,0,0
5/1/2005,HAWAII,1,Liberal,0,0
6/1/2005,HAWAII,0,Liberal,14,0
7/1/2005,HAWAII,0,Liberal,14,0
8/1/2005,HAWAII,2,Liberal,0,0
9/1/2005,HAWAII,1,Liberal,12,0
10/1/2005,HAWAII,1,Liberal,11,0
11/1/2005,HAWAII,1,Liberal,11,0
12/1/2005,HAWAII,0,Liberal,11,0
1/1/2006,HAWAII,1,Liberal,0,0
2/1/2006,HAWAII,5,Liberal,0,0
3/1/2006,HAWAII,2,Liberal,0,0
4/1/2006,HAWAII,1,Liberal,9,0
5/1/2006,HAWAII,0,Liberal,0,0
6/1/2006,HAWAII,0,Liberal,9,0
7/1/2006,HAWAII,0,Liberal,12,0
8/1/2006,HAWAII,2,Liberal,15,0
9/1/2006,HAWAII,1,Liberal,22,0
10/1/2006,HAWAII,3,Liberal,7,0
11/1/2006,HAWAII,1,Liberal,14,0
12/1/2006,HAWAII,1,Liberal,7,0
1/1/2007,HAWAII,0,Liberal,19,0
2/1/2007,HAWAII,2,Liberal,17,0
3/1/2007,HAWAII,0,Liberal,15,0
4/1/2007,HAWAII,0,Liberal,15,0
5/1/2007,HAWAII,0,Liberal,24,0
6/1/2007,HAWAII,1,Liberal,0,0
7/1/2007,HAWAII,0,Liberal,6,0
8/1/2007,HAWAII,1,Liberal,8,0
9/1/2007,HAWAII,1,Liberal,8,0
10/1/2007,HAWAII,1,Liberal,17,0
11/1/2007,HAWAII,2,Liberal,10,0
12/1/2007,HAWAII,1,Liberal,13,0
1/1/2008,HAWAII,0,Liberal,14,0
2/1/2008,HAWAII,3,Liberal,7,0
3/1/2008,HAWAII,0,Liberal,14,0
4/1/2008,HAWAII,1,Liberal,21,0
5/1/2008,HAWAII,0,Liberal,25,0
6/1/2008,HAWAII,1,Liberal,5,0
7/1/2008,HAWAII,1,Liberal,12,0
8/1/2008,HAWAII,2,Liberal,7,0
9/1/2008,HAWAII,1,Liberal,23,0
10/1/2008,HAWAII,1,Liberal,22,0
11/1/2008,HAWAII,2,Liberal,14,0
12/1/2008,HAWAII,3,Liberal,21,0
1/1/2009,HAWAII,2,Liberal,9,0
2/1/2009,HAWAII,2,Liberal,19,0
3/1/2009,HAWAII,1,Liberal,15,0
4/1/2009,HAWAII,1,Liberal,15,0
5/1/2009,HAWAII,1,Liberal,13,0
6/1/2009,HAWAII,0,Liberal,14,0
7/1/2009,HAWAII,0,Liberal,9,0
8/1/2009,HAWAII,3,Liberal,6,0
9/1/2009,HAWAII,0,Liberal,10,0
10/1/2009,HAWAII,2,Liberal,18,0
11/1/2009,HAWAII,1,Liberal,10,0
12/1/2009,HAWAII,1,Liberal,31,0
1/1/2010,HAWAII,2,Liberal,13,0
2/1/2010,HAWAII,1,Liberal,16,0
3/1/2010,HAWAII,3,Liberal,21,0
4/1/2010,HAWAII,2,Liberal,11,0
5/1/2010,HAWAII,2,Liberal,24,0
6/1/2010,HAWAII,2,Liberal,0,0
7/1/2010,HAWAII,2,Liberal,17,0
8/1/2010,HAWAII,2,Liberal,5,0
9/1/2010,HAWAII,1,Liberal,14,0
10/1/2010,HAWAII,3,Liberal,20,0
11/1/2010,HAWAII,3,Liberal,14,0
12/1/2010,HAWAII,7,Liberal,10,0
1/1/2011,HAWAII,2,Liberal,10,0
2/1/2011,HAWAII,2,Liberal,17,0
3/1/2011,HAWAII,2,Liberal,18,0
4/1/2011,HAWAII,2,Liberal,22,0
5/1/2011,HAWAII,3,Liberal,14,0
6/1/2011,HAWAII,2,Liberal,17,0
7/1/2011,HAWAII,0,Liberal,9,0
8/1/2011,HAWAII,0,Liberal,7,0
9/1/2011,HAWAII,1,Liberal,24,0
10/1/2011,HAWAII,3,Liberal,22,0
11/1/2011,HAWAII,3,Liberal,17,0
12/1/2011,HAWAII,2,Liberal,20,0
1/1/2012,HAWAII,1,Liberal,12,0
2/1/2012,HAWAII,4,Liberal,25,0
3/1/2012,HAWAII,4,Liberal,21,0
4/1/2012,HAWAII,1,Liberal,20,0
5/1/2012,HAWAII,1,Liberal,11,0
6/1/2012,HAWAII,0,Liberal,3,0
7/1/2012,HAWAII,1,Liberal,6,0
8/1/2012,HAWAII,1,Liberal,15,0
9/1/2012,HAWAII,3,Liberal,18,0
10/1/2012,HAWAII,2,Liberal,19,0
11/1/2012,HAWAII,1,Liberal,24,0
12/1/2012,HAWAII,2,Liberal,8,0
1/1/2013,HAWAII,3,Liberal,14,0
2/1/2013,HAWAII,5,Liberal,19,0
3/1/2013,HAWAII,3,Liberal,11,0
4/1/2013,HAWAII,3,Liberal,18,0
5/1/2013,HAWAII,3,Liberal,10,0
6/1/2013,HAWAII,1,Liberal,12,0
7/1/2013,HAWAII,3,Liberal,7,0
8/1/2013,HAWAII,1,Liberal,7,0
9/1/2013,HAWAII,1,Liberal,16,0
10/1/2013,HAWAII,5,Liberal,14,0
11/1/2013,HAWAII,3,Liberal,18,0
12/1/2013,HAWAII,5,Liberal,12,0
1/1/2014,HAWAII,4,Liberal,9,0
2/1/2014,HAWAII,4,Liberal,13,0
3/1/2014,HAWAII,8,Liberal,16,0
4/1/2014,HAWAII,0,Liberal,30,0
5/1/2014,HAWAII,0,Liberal,22,0
6/1/2014,HAWAII,1,Liberal,11,0
7/1/2014,HAWAII,5,Liberal,8,0
8/1/2014,HAWAII,1,Liberal,6,0
9/1/2014,HAWAII,1,Liberal,19,0
10/1/2014,HAWAII,4,Liberal,17,0
11/1/2014,HAWAII,1,Liberal,17,0
12/1/2014,HAWAII,1,Liberal,13,0
1/1/2015,HAWAII,2,Liberal,14,0
2/1/2015,HAWAII,2,Liberal,21,0
3/1/2015,HAWAII,0,Liberal,15,0
4/1/2015,HAWAII,1,Liberal,21,0
5/1/2015,HAWAII,0,Liberal,15,0
6/1/2015,HAWAII,1,Liberal,11,0
7/1/2015,HAWAII,3,Liberal,16,0
8/1/2015,HAWAII,5,Liberal,19,0
9/1/2015,HAWAII,5,Liberal,23,0
10/1/2015,HAWAII,2,Liberal,29,0
11/1/2015,HAWAII,0,Liberal,36,0
12/1/2015,HAWAII,0,Liberal,33,0
1/1/2016,HAWAII,0,Liberal,17,0
2/1/2016,HAWAII,0,Liberal,35,0
3/1/2016,HAWAII,4,Liberal,20,0
4/1/2016,HAWAII,3,Liberal,34,0
5/1/2016,HAWAII,2,Liberal,24,0
6/1/2016,HAWAII,1,Liberal,5,0
7/1/2016,HAWAII,2,Liberal,13,0
8/1/2016,HAWAII,6,Liberal,13,0
9/1/2016,HAWAII,6,Liberal,25,0
10/1/2016,HAWAII,1,Liberal,26,0
11/1/2016,HAWAII,0,Liberal,42,0
12/1/2016,HAWAII,6,Liberal,28,0
1/1/2017,HAWAII,0,Liberal,30,0
2/1/2017,HAWAII,3,Liberal,29,0
3/1/2017,HAWAII,0,Liberal,36,0
4/1/2017,HAWAII,4,Liberal,32,0
5/1/2017,HAWAII,1,Liberal,29,0
6/1/2017,HAWAII,1,Liberal,30,0
7/1/2017,HAWAII,0,Liberal,21,0
8/1/2017,HAWAII,2,Liberal,17,0
9/1/2017,HAWAII,1,Liberal,30,0
10/1/2017,HAWAII,5,Liberal,28,0
11/1/2017,HAWAII,2,Liberal,19,0
12/1/2017,HAWAII,1,Liberal,27,0
1/1/2004,IDAHO,0,Conservative,0,0
2/1/2004,IDAHO,0,Conservative,37,0
3/1/2004,IDAHO,0,Conservative,0,0
4/1/2004,IDAHO,0,Conservative,0,0
5/1/2004,IDAHO,0,Conservative,68,0
6/1/2004,IDAHO,0,Conservative,0,0
7/1/2004,IDAHO,1,Conservative,0,0
8/1/2004,IDAHO,0,Conservative,0,0
9/1/2004,IDAHO,0,Conservative,0,0
10/1/2004,IDAHO,0,Conservative,0,0
11/1/2004,IDAHO,0,Conservative,0,0
12/1/2004,IDAHO,0,Conservative,0,0
1/1/2005,IDAHO,0,Conservative,26,0
2/1/2005,IDAHO,0,Conservative,27,0
3/1/2005,IDAHO,0,Conservative,24,0
4/1/2005,IDAHO,0,Conservative,27,0
5/1/2005,IDAHO,1,Conservative,23,0
6/1/2005,IDAHO,0,Conservative,0,0
7/1/2005,IDAHO,0,Conservative,0,0
8/1/2005,IDAHO,0,Conservative,0,0
9/1/2005,IDAHO,1,Conservative,0,0
10/1/2005,IDAHO,0,Conservative,38,0
11/1/2005,IDAHO,0,Conservative,19,0
12/1/2005,IDAHO,0,Conservative,0,0
1/1/2006,IDAHO,0,Conservative,32,0
2/1/2006,IDAHO,0,Conservative,0,0
3/1/2006,IDAHO,0,Conservative,29,0
4/1/2006,IDAHO,0,Conservative,15,0
5/1/2006,IDAHO,1,Conservative,0,0
6/1/2006,IDAHO,0,Conservative,0,0
7/1/2006,IDAHO,0,Conservative,0,0
8/1/2006,IDAHO,0,Conservative,14,0
9/1/2006,IDAHO,0,Conservative,13,0
10/1/2006,IDAHO,0,Conservative,37,0
11/1/2006,IDAHO,0,Conservative,0,0
12/1/2006,IDAHO,0,Conservative,0,0
1/1/2007,IDAHO,0,Conservative,10,0
2/1/2007,IDAHO,0,Conservative,16,0
3/1/2007,IDAHO,0,Conservative,15,0
4/1/2007,IDAHO,0,Conservative,20,0
5/1/2007,IDAHO,0,Conservative,9,0
6/1/2007,IDAHO,0,Conservative,20,0
7/1/2007,IDAHO,0,Conservative,10,0
8/1/2007,IDAHO,0,Conservative,9,0
9/1/2007,IDAHO,1,Conservative,18,0
10/1/2007,IDAHO,0,Conservative,16,0
11/1/2007,IDAHO,0,Conservative,8,0
12/1/2007,IDAHO,0,Conservative,37,0
1/1/2008,IDAHO,1,Conservative,15,0
2/1/2008,IDAHO,0,Conservative,15,0
3/1/2008,IDAHO,0,Conservative,15,0
4/1/2008,IDAHO,0,Conservative,26,0
5/1/2008,IDAHO,0,Conservative,12,0
6/1/2008,IDAHO,0,Conservative,26,0
7/1/2008,IDAHO,1,Conservative,25,0
8/1/2008,IDAHO,0,Conservative,8,0
9/1/2008,IDAHO,0,Conservative,15,0
10/1/2008,IDAHO,0,Conservative,39,0
11/1/2008,IDAHO,0,Conservative,8,0
12/1/2008,IDAHO,0,Conservative,11,0
1/1/2009,IDAHO,0,Conservative,29,0
2/1/2009,IDAHO,0,Conservative,26,0
3/1/2009,IDAHO,0,Conservative,7,0
4/1/2009,IDAHO,0,Conservative,21,0
5/1/2009,IDAHO,0,Conservative,15,0
6/1/2009,IDAHO,1,Conservative,12,0
7/1/2009,IDAHO,0,Conservative,25,0
8/1/2009,IDAHO,2,Conservative,33,0
9/1/2009,IDAHO,0,Conservative,16,0
10/1/2009,IDAHO,0,Conservative,38,0
11/1/2009,IDAHO,0,Conservative,44,0
12/1/2009,IDAHO,0,Conservative,37,0
1/1/2010,IDAHO,0,Conservative,7,0
2/1/2010,IDAHO,0,Conservative,21,0
3/1/2010,IDAHO,0,Conservative,23,0
4/1/2010,IDAHO,0,Conservative,25,0
5/1/2010,IDAHO,0,Conservative,16,0
6/1/2010,IDAHO,6,Conservative,17,0
7/1/2010,IDAHO,0,Conservative,8,0
8/1/2010,IDAHO,0,Conservative,7,0
9/1/2010,IDAHO,0,Conservative,37,0
10/1/2010,IDAHO,0,Conservative,19,0
11/1/2010,IDAHO,2,Conservative,32,0
12/1/2010,IDAHO,0,Conservative,26,0
1/1/2011,IDAHO,1,Conservative,16,0
2/1/2011,IDAHO,0,Conservative,30,0
3/1/2011,IDAHO,0,Conservative,38,0
4/1/2011,IDAHO,0,Conservative,19,0
5/1/2011,IDAHO,1,Conservative,30,0
6/1/2011,IDAHO,0,Conservative,12,0
7/1/2011,IDAHO,2,Conservative,9,0
8/1/2011,IDAHO,0,Conservative,11,0
9/1/2011,IDAHO,0,Conservative,25,0
10/1/2011,IDAHO,1,Conservative,35,0
11/1/2011,IDAHO,0,Conservative,24,0
12/1/2011,IDAHO,0,Conservative,24,0
1/1/2012,IDAHO,1,Conservative,14,0
2/1/2012,IDAHO,1,Conservative,26,0
3/1/2012,IDAHO,6,Conservative,40,0
4/1/2012,IDAHO,0,Conservative,19,0
5/1/2012,IDAHO,0,Conservative,12,0
6/1/2012,IDAHO,0,Conservative,9,0
7/1/2012,IDAHO,1,Conservative,14,0
8/1/2012,IDAHO,0,Conservative,13,0
9/1/2012,IDAHO,0,Conservative,29,0
10/1/2012,IDAHO,2,Conservative,20,0
11/1/2012,IDAHO,0,Conservative,26,0
12/1/2012,IDAHO,0,Conservative,27,0
1/1/2013,IDAHO,0,Conservative,15,0
2/1/2013,IDAHO,0,Conservative,24,0
3/1/2013,IDAHO,0,Conservative,20,0
4/1/2013,IDAHO,0,Conservative,19,0
5/1/2013,IDAHO,0,Conservative,23,0
6/1/2013,IDAHO,2,Conservative,13,0
7/1/2013,IDAHO,2,Conservative,16,0
8/1/2013,IDAHO,0,Conservative,11,0
9/1/2013,IDAHO,3,Conservative,22,0
10/1/2013,IDAHO,0,Conservative,35,0
11/1/2013,IDAHO,0,Conservative,20,0
12/1/2013,IDAHO,0,Conservative,19,0
1/1/2014,IDAHO,0,Conservative,15,0
2/1/2014,IDAHO,0,Conservative,27,0
3/1/2014,IDAHO,0,Conservative,21,0
4/1/2014,IDAHO,0,Conservative,34,0
5/1/2014,IDAHO,0,Conservative,33,0
6/1/2014,IDAHO,0,Conservative,16,0
7/1/2014,IDAHO,1,Conservative,13,0
8/1/2014,IDAHO,6,Conservative,11,0
9/1/2014,IDAHO,0,Conservative,33,0
10/1/2014,IDAHO,0,Conservative,26,0
11/1/2014,IDAHO,0,Conservative,31,0
12/1/2014,IDAHO,0,Conservative,25,0
1/1/2015,IDAHO,0,Conservative,19,0
2/1/2015,IDAHO,1,Conservative,18,0
3/1/2015,IDAHO,0,Conservative,31,0
4/1/2015,IDAHO,0,Conservative,26,0
5/1/2015,IDAHO,0,Conservative,26,0
6/1/2015,IDAHO,1,Conservative,20,0
7/1/2015,IDAHO,0,Conservative,32,0
8/1/2015,IDAHO,0,Conservative,11,0
9/1/2015,IDAHO,0,Conservative,25,0
10/1/2015,IDAHO,0,Conservative,36,0
11/1/2015,IDAHO,0,Conservative,47,0
12/1/2015,IDAHO,2,Conservative,46,0
1/1/2016,IDAHO,0,Conservative,23,0
2/1/2016,IDAHO,0,Conservative,28,0
3/1/2016,IDAHO,0,Conservative,36,0
4/1/2016,IDAHO,0,Conservative,36,0
5/1/2016,IDAHO,0,Conservative,25,0
6/1/2016,IDAHO,0,Conservative,18,0
7/1/2016,IDAHO,0,Conservative,16,0
8/1/2016,IDAHO,0,Conservative,5,0
9/1/2016,IDAHO,0,Conservative,12,0
10/1/2016,IDAHO,0,Conservative,24,0
11/1/2016,IDAHO,0,Conservative,40,0
12/1/2016,IDAHO,0,Conservative,35,0
1/1/2017,IDAHO,1,Conservative,32,0
2/1/2017,IDAHO,3,Conservative,43,0
3/1/2017,IDAHO,6,Conservative,43,0
4/1/2017,IDAHO,1,Conservative,40,0
5/1/2017,IDAHO,4,Conservative,31,0
6/1/2017,IDAHO,2,Conservative,38,0
7/1/2017,IDAHO,0,Conservative,14,0
8/1/2017,IDAHO,0,Conservative,19,0
9/1/2017,IDAHO,0,Conservative,35,0
10/1/2017,IDAHO,0,Conservative,21,0
11/1/2017,IDAHO,0,Conservative,26,0
12/1/2017,IDAHO,0,Conservative,18,0
1/1/2004,ILLINOIS,0,Liberal,12,0
2/1/2004,ILLINOIS,0,Liberal,11,0
3/1/2004,ILLINOIS,0,Liberal,10,0
4/1/2004,ILLINOIS,0,Liberal,18,0
5/1/2004,ILLINOIS,1,Liberal,13,0
