"","X","Month","STATE","freq"
"1823",133,2014-09-01,"ILLINOIS",2
"1824",134,2015-04-01,"ILLINOIS",1
"1825",135,2015-08-01,"ILLINOIS",2
"1826",136,2015-12-01,"ILLINOIS",6
"1827",137,2015-02-01,"ILLINOIS",1
"1828",138,2015-01-01,"ILLINOIS",NA
"1829",139,2015-07-01,"ILLINOIS",18
"1830",140,2015-06-01,"ILLINOIS",12
"1831",141,2015-03-01,"ILLINOIS",1
"1832",142,2015-05-01,"ILLINOIS",1
"1833",143,2015-11-01,"ILLINOIS",1
"1834",144,2015-10-01,"ILLINOIS",NA
"1835",145,2015-09-01,"ILLINOIS",3
"1836",146,2016-04-01,"ILLINOIS",1
"1837",147,2016-08-01,"ILLINOIS",5
"1838",148,2016-12-01,"ILLINOIS",NA
"1839",149,2016-02-01,"ILLINOIS",3
"1840",150,2016-01-01,"ILLINOIS",2
"1841",151,2016-07-01,"ILLINOIS",10
"1842",152,2016-06-01,"ILLINOIS",7
"1843",153,2016-03-01,"ILLINOIS",NA
"1844",154,2016-05-01,"ILLINOIS",1
"1845",155,2016-11-01,"ILLINOIS",2
"1846",156,2016-10-01,"ILLINOIS",NA
"1847",157,2016-09-01,"ILLINOIS",1
"1848",158,2017-04-01,"ILLINOIS",5
"1849",159,2017-08-01,"ILLINOIS",NA
"1850",160,2017-12-01,"ILLINOIS",1
"1851",161,2017-02-01,"ILLINOIS",2
"1852",162,2017-01-01,"ILLINOIS",NA
"1853",163,2017-07-01,"ILLINOIS",9
"1854",164,2017-06-01,"ILLINOIS",5
"1855",165,2017-03-01,"ILLINOIS",NA
"1856",166,2017-05-01,"ILLINOIS",7
"1857",167,2017-11-01,"ILLINOIS",1
"1858",168,2017-10-01,"ILLINOIS",3
"1859",169,2017-09-01,"ILLINOIS",NA
"1860",1,2004-04-01,"INDIANA",NA
"1861",2,2004-08-01,"INDIANA",NA
"1862",3,2004-12-01,"INDIANA",NA
"1863",4,2004-02-01,"INDIANA",NA
"1864",5,2004-01-01,"INDIANA",2
"1865",6,2004-07-01,"INDIANA",NA
"1866",7,2004-06-01,"INDIANA",1
"1867",8,2004-03-01,"INDIANA",NA
"1868",9,2004-05-01,"INDIANA",1
"1869",10,2004-11-01,"INDIANA",NA
"1870",11,2004-10-01,"INDIANA",NA
"1871",12,2004-09-01,"INDIANA",NA
"1872",13,2005-04-01,"INDIANA",NA
"1873",14,2005-08-01,"INDIANA",5
"1874",15,2005-12-01,"INDIANA",NA
"1875",16,2005-02-01,"INDIANA",3
"1876",17,2005-01-01,"INDIANA",12
"1877",18,2005-07-01,"INDIANA",2
"1878",19,2005-06-01,"INDIANA",NA
"1879",20,2005-03-01,"INDIANA",1
"1880",21,2005-05-01,"INDIANA",1
"1881",22,NA,"INDIANA",NA
"1882",23,2005-11-01,"INDIANA",2
"1883",24,2005-10-01,"INDIANA",NA
"1884",25,2005-09-01,"INDIANA",NA
"1885",26,2006-04-01,"INDIANA",1
"1886",27,2006-08-01,"INDIANA",1
"1887",28,2006-12-01,"INDIANA",4
"1888",29,2006-02-01,"INDIANA",NA
"1889",30,2006-01-01,"INDIANA",NA
"1890",31,2006-07-01,"INDIANA",3
"1891",32,2006-06-01,"INDIANA",2
"1892",33,2006-03-01,"INDIANA",9
"1893",34,2006-05-01,"INDIANA",1
"1894",35,2006-11-01,"INDIANA",NA
"1895",36,2006-10-01,"INDIANA",NA
"1896",37,2006-09-01,"INDIANA",4
"1897",38,2007-04-01,"INDIANA",3
"1898",39,2007-08-01,"INDIANA",4
"1899",40,2007-12-01,"INDIANA",2
"1900",41,2007-02-01,"INDIANA",2
"1901",42,2007-01-01,"INDIANA",4
"1902",43,2007-07-01,"INDIANA",2
"1903",44,2007-06-01,"INDIANA",NA
"1904",45,2007-03-01,"INDIANA",4
"1905",46,2007-05-01,"INDIANA",2
"1906",47,2007-11-01,"INDIANA",1
"1907",48,2007-10-01,"INDIANA",NA
"1908",49,2007-09-01,"INDIANA",4
"1909",50,2008-04-01,"INDIANA",11
"1910",51,2008-08-01,"INDIANA",NA
"1911",52,2008-12-01,"INDIANA",NA
"1912",53,2008-02-01,"INDIANA",11
"1913",54,2008-01-01,"INDIANA",7
"1914",55,2008-07-01,"INDIANA",4
"1915",56,2008-06-01,"INDIANA",18
"1916",57,2008-03-01,"INDIANA",14
"1917",58,2008-05-01,"INDIANA",5
"1918",59,2008-11-01,"INDIANA",NA
"1919",60,2008-10-01,"INDIANA",NA
"1920",61,2008-09-01,"INDIANA",NA
"1921",62,2009-04-01,"INDIANA",8
"1922",63,2009-08-01,"INDIANA",1
"1923",64,2009-12-01,"INDIANA",NA
"1924",65,2009-02-01,"INDIANA",8
"1925",66,2009-01-01,"INDIANA",5
"1926",67,2009-07-01,"INDIANA",2
"1927",68,2009-06-01,"INDIANA",7
"1928",69,2009-03-01,"INDIANA",7
"1929",70,2009-05-01,"INDIANA",6
"1930",71,2009-11-01,"INDIANA",NA
"1931",72,2009-10-01,"INDIANA",3
"1932",73,2009-09-01,"INDIANA",2
"1933",74,2010-04-01,"INDIANA",1
"1934",75,2010-08-01,"INDIANA",3
"1935",76,2010-12-01,"INDIANA",1
"1936",77,2010-02-01,"INDIANA",1
"1937",78,2010-01-01,"INDIANA",1
"1938",79,2010-07-01,"INDIANA",2
"1939",80,2010-06-01,"INDIANA",5
"1940",81,2010-03-01,"INDIANA",1
"1941",82,2010-05-01,"INDIANA",2
"1942",83,2010-11-01,"INDIANA",2
"1943",84,2010-10-01,"INDIANA",2
"1944",85,2010-09-01,"INDIANA",2
"1945",86,2011-04-01,"INDIANA",7
"1946",87,2011-08-01,"INDIANA",3
"1947",88,2011-12-01,"INDIANA",2
"1948",89,2011-02-01,"INDIANA",5
"1949",90,2011-01-01,"INDIANA",NA
"1950",91,2011-07-01,"INDIANA",7
"1951",92,2011-06-01,"INDIANA",6
"1952",93,2011-03-01,"INDIANA",2
"1953",94,2011-05-01,"INDIANA",6
"1954",95,2011-11-01,"INDIANA",2
"1955",96,2011-10-01,"INDIANA",NA
"1956",97,2011-09-01,"INDIANA",1
"1957",98,2012-04-01,"INDIANA",NA
"1958",99,2012-08-01,"INDIANA",9
"1959",100,2012-12-01,"INDIANA",6
"1960",101,2012-02-01,"INDIANA",NA
"1961",102,2012-01-01,"INDIANA",NA
"1962",103,2012-07-01,"INDIANA",7
"1963",104,2012-06-01,"INDIANA",12
"1964",105,2012-03-01,"INDIANA",NA
"1965",106,2012-05-01,"INDIANA",3
"1966",107,2012-11-01,"INDIANA",NA
"1967",108,2012-10-01,"INDIANA",2
"1968",109,2012-09-01,"INDIANA",7
"1969",110,2013-04-01,"INDIANA",2
"1970",111,2013-08-01,"INDIANA",5
"1971",112,2013-12-01,"INDIANA",6
"1972",113,2013-02-01,"INDIANA",1
"1973",114,2013-01-01,"INDIANA",3
"1974",115,2013-07-01,"INDIANA",2
"1975",116,2013-06-01,"INDIANA",4
"1976",117,2013-03-01,"INDIANA",1
"1977",118,2013-05-01,"INDIANA",NA
"1978",119,2013-11-01,"INDIANA",1
"1979",120,2013-10-01,"INDIANA",NA
"1980",121,2013-09-01,"INDIANA",NA
"1981",122,2014-04-01,"INDIANA",3
"1982",123,2014-08-01,"INDIANA",2
"1983",124,2014-12-01,"INDIANA",NA
"1984",125,2014-02-01,"INDIANA",NA
"1985",126,2014-01-01,"INDIANA",3
"1986",127,2014-07-01,"INDIANA",1
"1987",128,2014-06-01,"INDIANA",1
"1988",129,2014-03-01,"INDIANA",NA
"1989",130,2014-05-01,"INDIANA",2
"1990",131,2014-11-01,"INDIANA",NA
"1991",132,2014-10-01,"INDIANA",NA
"1992",133,2014-09-01,"INDIANA",NA
"1993",134,2015-04-01,"INDIANA",3
"1994",135,2015-08-01,"INDIANA",NA
"1995",136,2015-12-01,"INDIANA",1
"1996",137,2015-02-01,"INDIANA",NA
"1997",138,2015-01-01,"INDIANA",1
"1998",139,2015-07-01,"INDIANA",15
"1999",140,2015-06-01,"INDIANA",9
"2000",141,2015-03-01,"INDIANA",NA
"2001",142,2015-05-01,"INDIANA",1
"2002",143,2015-11-01,"INDIANA",NA
"2003",144,2015-10-01,"INDIANA",1
"2004",145,2015-09-01,"INDIANA",NA
"2005",146,2016-04-01,"INDIANA",NA
"2006",147,2016-08-01,"INDIANA",3
"2007",148,2016-12-01,"INDIANA",NA
"2008",149,2016-02-01,"INDIANA",1
"2009",150,2016-01-01,"INDIANA",2
"2010",151,2016-07-01,"INDIANA",1
"2011",152,2016-06-01,"INDIANA",3
"2012",153,2016-03-01,"INDIANA",NA
"2013",154,2016-05-01,"INDIANA",NA
"2014",155,2016-11-01,"INDIANA",NA
"2015",156,2016-10-01,"INDIANA",NA
"2016",157,2016-09-01,"INDIANA",NA
"2017",158,2017-04-01,"INDIANA",3
"2018",159,2017-08-01,"INDIANA",NA
"2019",160,2017-12-01,"INDIANA",NA
"2020",161,2017-02-01,"INDIANA",NA
"2021",162,2017-01-01,"INDIANA",NA
"2022",163,2017-07-01,"INDIANA",3
"2023",164,2017-06-01,"INDIANA",3
"2024",165,2017-03-01,"INDIANA",2
"2025",166,2017-05-01,"INDIANA",2
"2026",167,2017-11-01,"INDIANA",NA
"2027",168,2017-10-01,"INDIANA",NA
"2028",169,2017-09-01,"INDIANA",NA
"2029",1,2004-04-01,"IOWA",NA
"2030",2,2004-08-01,"IOWA",NA
"2031",3,2004-12-01,"IOWA",NA
"2032",4,2004-02-01,"IOWA",NA
"2033",5,2004-01-01,"IOWA",NA
"2034",6,2004-07-01,"IOWA",NA
"2035",7,2004-06-01,"IOWA",1
"2036",8,2004-03-01,"IOWA",NA
"2037",9,2004-05-01,"IOWA",1
"2038",10,2004-11-01,"IOWA",NA
"2039",11,2004-10-01,"IOWA",NA
"2040",12,2004-09-01,"IOWA",1
"2041",13,2005-04-01,"IOWA",NA
"2042",14,2005-08-01,"IOWA",3
"2043",15,2005-12-01,"IOWA",2
"2044",16,2005-02-01,"IOWA",NA
"2045",17,2005-01-01,"IOWA",2
"2046",18,2005-07-01,"IOWA",7
"2047",19,2005-06-01,"IOWA",3
"2048",20,2005-03-01,"IOWA",NA
"2049",21,2005-05-01,"IOWA",8
"2050",22,NA,"IOWA",NA
"2051",23,2005-11-01,"IOWA",NA
"2052",24,2005-10-01,"IOWA",2
"2053",25,2005-09-01,"IOWA",6
"2054",26,2006-04-01,"IOWA",7
"2055",27,2006-08-01,"IOWA",1
"2056",28,2006-12-01,"IOWA",NA
"2057",29,2006-02-01,"IOWA",1
"2058",30,2006-01-01,"IOWA",3
"2059",31,2006-07-01,"IOWA",NA
"2060",32,2006-06-01,"IOWA",2
"2061",33,2006-03-01,"IOWA",1
"2062",34,2006-05-01,"IOWA",NA
"2063",35,2006-11-01,"IOWA",NA
"2064",36,2006-10-01,"IOWA",NA
"2065",37,2006-09-01,"IOWA",NA
"2066",38,2007-04-01,"IOWA",7
"2067",39,2007-08-01,"IOWA",16
"2068",40,2007-12-01,"IOWA",NA
"2069",41,2007-02-01,"IOWA",3
"2070",42,2007-01-01,"IOWA",NA
"2071",43,2007-07-01,"IOWA",1
"2072",44,2007-06-01,"IOWA",4
"2073",45,2007-03-01,"IOWA",9
"2074",46,2007-05-01,"IOWA",10
"2075",47,2007-11-01,"IOWA",NA
"2076",48,2007-10-01,"IOWA",1
"2077",49,2007-09-01,"IOWA",NA
"2078",50,2008-04-01,"IOWA",11
"2079",51,2008-08-01,"IOWA",NA
"2080",52,2008-12-01,"IOWA",5
"2081",53,2008-02-01,"IOWA",NA
"2082",54,2008-01-01,"IOWA",2
"2083",55,2008-07-01,"IOWA",13
"2084",56,2008-06-01,"IOWA",41
"2085",57,2008-03-01,"IOWA",4
"2086",58,2008-05-01,"IOWA",9
"2087",59,2008-11-01,"IOWA",NA
"2088",60,2008-10-01,"IOWA",NA
"2089",61,2008-09-01,"IOWA",4
"2090",62,2009-04-01,"IOWA",9
"2091",63,2009-08-01,"IOWA",8
"2092",64,2009-12-01,"IOWA",14
"2093",65,2009-02-01,"IOWA",NA
"2094",66,2009-01-01,"IOWA",1
"2095",67,2009-07-01,"IOWA",4
"2096",68,2009-06-01,"IOWA",7
"2097",69,2009-03-01,"IOWA",1
"2098",70,2009-05-01,"IOWA",4
"2099",71,2009-11-01,"IOWA",NA
"2100",72,2009-10-01,"IOWA",2
"2101",73,2009-09-01,"IOWA",NA
"2102",74,2010-04-01,"IOWA",3
"2103",75,2010-08-01,"IOWA",39
"2104",76,2010-12-01,"IOWA",8
"2105",77,2010-02-01,"IOWA",NA
"2106",78,2010-01-01,"IOWA",9
"2107",79,2010-07-01,"IOWA",29
"2108",80,2010-06-01,"IOWA",38
"2109",81,2010-03-01,"IOWA",6
"2110",82,2010-05-01,"IOWA",3
"2111",83,2010-11-01,"IOWA",NA
"2112",84,2010-10-01,"IOWA",1
"2113",85,2010-09-01,"IOWA",3
"2114",86,2011-04-01,"IOWA",2
"2115",87,2011-08-01,"IOWA",5
"2116",88,2011-12-01,"IOWA",NA
"2117",89,2011-02-01,"IOWA",6
"2118",90,2011-01-01,"IOWA",1
"2119",91,2011-07-01,"IOWA",21
"2120",92,2011-06-01,"IOWA",11
"2121",93,2011-03-01,"IOWA",3
"2122",94,2011-05-01,"IOWA",5
"2123",95,2011-11-01,"IOWA",NA
"2124",96,2011-10-01,"IOWA",1
"2125",97,2011-09-01,"IOWA",2
"2126",98,2012-04-01,"IOWA",1
"2127",99,2012-08-01,"IOWA",16
"2128",100,2012-12-01,"IOWA",14
"2129",101,2012-02-01,"IOWA",NA
"2130",102,2012-01-01,"IOWA",NA
"2131",103,2012-07-01,"IOWA",20
"2132",104,2012-06-01,"IOWA",4
"2133",105,2012-03-01,"IOWA",NA
"2134",106,2012-05-01,"IOWA",4
"2135",107,2012-11-01,"IOWA",7
"2136",108,2012-10-01,"IOWA",3
"2137",109,2012-09-01,"IOWA",9
"2138",110,2013-04-01,"IOWA",17
"2139",111,2013-08-01,"IOWA",11
"2140",112,2013-12-01,"IOWA",NA
"2141",113,2013-02-01,"IOWA",3
"2142",114,2013-01-01,"IOWA",1
"2143",115,2013-07-01,"IOWA",1
"2144",116,2013-06-01,"IOWA",12
"2145",117,2013-03-01,"IOWA",6
"2146",118,2013-05-01,"IOWA",29
"2147",119,2013-11-01,"IOWA",NA
"2148",120,2013-10-01,"IOWA",6
"2149",121,2013-09-01,"IOWA",2
"2150",122,2014-04-01,"IOWA",4
"2151",123,2014-08-01,"IOWA",13
"2152",124,2014-12-01,"IOWA",NA
"2153",125,2014-02-01,"IOWA",3
"2154",126,2014-01-01,"IOWA",3
"2155",127,2014-07-01,"IOWA",7
"2156",128,2014-06-01,"IOWA",34
"2157",129,2014-03-01,"IOWA",NA
"2158",130,2014-05-01,"IOWA",3
"2159",131,2014-11-01,"IOWA",NA
"2160",132,2014-10-01,"IOWA",2
"2161",133,2014-09-01,"IOWA",15
"2162",134,2015-04-01,"IOWA",NA
"2163",135,2015-08-01,"IOWA",15
"2164",136,2015-12-01,"IOWA",17
"2165",137,2015-02-01,"IOWA",NA
"2166",138,2015-01-01,"IOWA",3
"2167",139,2015-07-01,"IOWA",21
"2168",140,2015-06-01,"IOWA",24
"2169",141,2015-03-01,"IOWA",NA
"2170",142,2015-05-01,"IOWA",NA
"2171",143,2015-11-01,"IOWA",3
"2172",144,2015-10-01,"IOWA",NA
"2173",145,2015-09-01,"IOWA",4
"2174",146,2016-04-01,"IOWA",NA
"2175",147,2016-08-01,"IOWA",16
"2176",148,2016-12-01,"IOWA",NA
"2177",149,2016-02-01,"IOWA",7
"2178",150,2016-01-01,"IOWA",NA
"2179",151,2016-07-01,"IOWA",24
"2180",152,2016-06-01,"IOWA",13
"2181",153,2016-03-01,"IOWA",NA
"2182",154,2016-05-01,"IOWA",5
"2183",155,2016-11-01,"IOWA",NA
"2184",156,2016-10-01,"IOWA",2
"2185",157,2016-09-01,"IOWA",23
"2186",158,2017-04-01,"IOWA",4
"2187",159,2017-08-01,"IOWA",2
"2188",160,2017-12-01,"IOWA",NA
"2189",161,2017-02-01,"IOWA",2
"2190",162,2017-01-01,"IOWA",NA
"2191",163,2017-07-01,"IOWA",7
"2192",164,2017-06-01,"IOWA",2
"2193",165,2017-03-01,"IOWA",NA
"2194",166,2017-05-01,"IOWA",3
"2195",167,2017-11-01,"IOWA",NA
"2196",168,2017-10-01,"IOWA",1
"2197",169,2017-09-01,"IOWA",2
"2198",1,2004-04-01,"KANSAS",NA
"2199",2,2004-08-01,"KANSAS",NA
"2200",3,2004-12-01,"KANSAS",NA
"2201",4,2004-02-01,"KANSAS",NA
"2202",5,2004-01-01,"KANSAS",NA
"2203",6,2004-07-01,"KANSAS",1
"2204",7,2004-06-01,"KANSAS",NA
"2205",8,2004-03-01,"KANSAS",NA
"2206",9,2004-05-01,"KANSAS",NA
"2207",10,2004-11-01,"KANSAS",NA
"2208",11,2004-10-01,"KANSAS",NA
"2209",12,2004-09-01,"KANSAS",NA
"2210",13,2005-04-01,"KANSAS",NA
"2211",14,2005-08-01,"KANSAS",1
"2212",15,2005-12-01,"KANSAS",NA
"2213",16,2005-02-01,"KANSAS",NA
"2214",17,2005-01-01,"KANSAS",NA
"2215",18,2005-07-01,"KANSAS",3
"2216",19,2005-06-01,"KANSAS",17
"2217",20,2005-03-01,"KANSAS",NA
"2218",21,2005-05-01,"KANSAS",7
"2219",22,NA,"KANSAS",NA
"2220",23,2005-11-01,"KANSAS",2
"2221",24,2005-10-01,"KANSAS",3
"2222",25,2005-09-01,"KANSAS",NA
"2223",26,2006-04-01,"KANSAS",NA
"2224",27,2006-08-01,"KANSAS",11
"2225",28,2006-12-01,"KANSAS",NA
"2226",29,2006-02-01,"KANSAS",NA
"2227",30,2006-01-01,"KANSAS",NA
"2228",31,2006-07-01,"KANSAS",18
"2229",32,2006-06-01,"KANSAS",NA
"2230",33,2006-03-01,"KANSAS",3
"2231",34,2006-05-01,"KANSAS",1
"2232",35,2006-11-01,"KANSAS",NA
"2233",36,2006-10-01,"KANSAS",NA
"2234",37,2006-09-01,"KANSAS",1
"2235",38,2007-04-01,"KANSAS",4
"2236",39,2007-08-01,"KANSAS",10
"2237",40,2007-12-01,"KANSAS",2
"2238",41,2007-02-01,"KANSAS",2
"2239",42,2007-01-01,"KANSAS",NA
"2240",43,2007-07-01,"KANSAS",13
"2241",44,2007-06-01,"KANSAS",15
"2242",45,2007-03-01,"KANSAS",4
"2243",46,2007-05-01,"KANSAS",19
"2244",47,2007-11-01,"KANSAS",NA
"2245",48,2007-10-01,"KANSAS",NA
"2246",49,2007-09-01,"KANSAS",1
"2247",50,2008-04-01,"KANSAS",1
"2248",51,2008-08-01,"KANSAS",7
"2249",52,2008-12-01,"KANSAS",NA
"2250",53,2008-02-01,"KANSAS",NA
"2251",54,2008-01-01,"KANSAS",NA
"2252",55,2008-07-01,"KANSAS",2
"2253",56,2008-06-01,"KANSAS",5
"2254",57,2008-03-01,"KANSAS",3
"2255",58,2008-05-01,"KANSAS",10
"2256",59,2008-11-01,"KANSAS",NA
"2257",60,2008-10-01,"KANSAS",1
"2258",61,2008-09-01,"KANSAS",3
"2259",62,2009-04-01,"KANSAS",4
"2260",63,2009-08-01,"KANSAS",4
"2261",64,2009-12-01,"KANSAS",5
"2262",65,2009-02-01,"KANSAS",NA
"2263",66,2009-01-01,"KANSAS",NA
"2264",67,2009-07-01,"KANSAS",NA
"2265",68,2009-06-01,"KANSAS",6
"2266",69,2009-03-01,"KANSAS",3
"2267",70,2009-05-01,"KANSAS",2
"2268",71,2009-11-01,"KANSAS",NA
"2269",72,2009-10-01,"KANSAS",NA
"2270",73,2009-09-01,"KANSAS",6
"2271",74,2010-04-01,"KANSAS",1
"2272",75,2010-08-01,"KANSAS",22
"2273",76,2010-12-01,"KANSAS",NA
"2274",77,2010-02-01,"KANSAS",NA
"2275",78,2010-01-01,"KANSAS",NA
"2276",79,2010-07-01,"KANSAS",20
"2277",80,2010-06-01,"KANSAS",16
"2278",81,2010-03-01,"KANSAS",NA
"2279",82,2010-05-01,"KANSAS",9
"2280",83,2010-11-01,"KANSAS",1
"2281",84,2010-10-01,"KANSAS",NA
"2282",85,2010-09-01,"KANSAS",3
"2283",86,2011-04-01,"KANSAS",2
"2284",87,2011-08-01,"KANSAS",11
"2285",88,2011-12-01,"KANSAS",7
"2286",89,2011-02-01,"KANSAS",2
"2287",90,2011-01-01,"KANSAS",NA
"2288",91,2011-07-01,"KANSAS",20
"2289",92,2011-06-01,"KANSAS",9
"2290",93,2011-03-01,"KANSAS",NA
"2291",94,2011-05-01,"KANSAS",4
"2292",95,2011-11-01,"KANSAS",3
"2293",96,2011-10-01,"KANSAS",1
"2294",97,2011-09-01,"KANSAS",5
"2295",98,2012-04-01,"KANSAS",1
"2296",99,2012-08-01,"KANSAS",11
"2297",100,2012-12-01,"KANSAS",13
"2298",101,2012-02-01,"KANSAS",NA
"2299",102,2012-01-01,"KANSAS",NA
"2300",103,2012-07-01,"KANSAS",15
"2301",104,2012-06-01,"KANSAS",10
"2302",105,2012-03-01,"KANSAS",1
"2303",106,2012-05-01,"KANSAS",2
"2304",107,2012-11-01,"KANSAS",7
"2305",108,2012-10-01,"KANSAS",5
"2306",109,2012-09-01,"KANSAS",7
"2307",110,2013-04-01,"KANSAS",4
"2308",111,2013-08-01,"KANSAS",22
"2309",112,2013-12-01,"KANSAS",2
"2310",113,2013-02-01,"KANSAS",10
"2311",114,2013-01-01,"KANSAS",8
"2312",115,2013-07-01,"KANSAS",12
"2313",116,2013-06-01,"KANSAS",8
"2314",117,2013-03-01,"KANSAS",7
"2315",118,2013-05-01,"KANSAS",11
"2316",119,2013-11-01,"KANSAS",1
"2317",120,2013-10-01,"KANSAS",4
"2318",121,2013-09-01,"KANSAS",6
"2319",122,2014-04-01,"KANSAS",4
"2320",123,2014-08-01,"KANSAS",4
"2321",124,2014-12-01,"KANSAS",1
"2322",125,2014-02-01,"KANSAS",2
"2323",126,2014-01-01,"KANSAS",1
"2324",127,2014-07-01,"KANSAS",4
"2325",128,2014-06-01,"KANSAS",15
"2326",129,2014-03-01,"KANSAS",1
"2327",130,2014-05-01,"KANSAS",8
"2328",131,2014-11-01,"KANSAS",NA
"2329",132,2014-10-01,"KANSAS",6
"2330",133,2014-09-01,"KANSAS",7
"2331",134,2015-04-01,"KANSAS",2
"2332",135,2015-08-01,"KANSAS",2
"2333",136,2015-12-01,"KANSAS",2
"2334",137,2015-02-01,"KANSAS",NA
"2335",138,2015-01-01,"KANSAS",NA
"2336",139,2015-07-01,"KANSAS",7
"2337",140,2015-06-01,"KANSAS",9
"2338",141,2015-03-01,"KANSAS",1
"2339",142,2015-05-01,"KANSAS",14
"2340",143,2015-11-01,"KANSAS",1
"2341",144,2015-10-01,"KANSAS",NA
"2342",145,2015-09-01,"KANSAS",2
"2343",146,2016-04-01,"KANSAS",3
"2344",147,2016-08-01,"KANSAS",NA
"2345",148,2016-12-01,"KANSAS",NA
"2346",149,2016-02-01,"KANSAS",NA
"2347",150,2016-01-01,"KANSAS",NA
"2348",151,2016-07-01,"KANSAS",3
"2349",152,2016-06-01,"KANSAS",2
"2350",153,2016-03-01,"KANSAS",1
"2351",154,2016-05-01,"KANSAS",2
"2352",155,2016-11-01,"KANSAS",NA
"2353",156,2016-10-01,"KANSAS",NA
"2354",157,2016-09-01,"KANSAS",9
"2355",158,2017-04-01,"KANSAS",4
"2356",159,2017-08-01,"KANSAS",6
"2357",160,2017-12-01,"KANSAS",NA
"2358",161,2017-02-01,"KANSAS",NA
"2359",162,2017-01-01,"KANSAS",NA
"2360",163,2017-07-01,"KANSAS",3
"2361",164,2017-06-01,"KANSAS",1
"2362",165,2017-03-01,"KANSAS",1
"2363",166,2017-05-01,"KANSAS",2
"2364",167,2017-11-01,"KANSAS",NA
"2365",168,2017-10-01,"KANSAS",2
"2366",169,2017-09-01,"KANSAS",NA
"2367",1,2004-04-01,"KENTUCKY",NA
"2368",2,2004-08-01,"KENTUCKY",NA
"2369",3,2004-12-01,"KENTUCKY",NA
"2370",4,2004-02-01,"KENTUCKY",NA
"2371",5,2004-01-01,"KENTUCKY",1
"2372",6,2004-07-01,"KENTUCKY",NA
"2373",7,2004-06-01,"KENTUCKY",1
"2374",8,2004-03-01,"KENTUCKY",NA
"2375",9,2004-05-01,"KENTUCKY",2
"2376",10,2004-11-01,"KENTUCKY",NA
"2377",11,2004-10-01,"KENTUCKY",NA
"2378",12,2004-09-01,"KENTUCKY",2
"2379",13,2005-04-01,"KENTUCKY",4
"2380",14,2005-08-01,"KENTUCKY",5
"2381",15,2005-12-01,"KENTUCKY",NA
"2382",16,2005-02-01,"KENTUCKY",NA
"2383",17,2005-01-01,"KENTUCKY",2
"2384",18,2005-07-01,"KENTUCKY",NA
"2385",19,2005-06-01,"KENTUCKY",NA
"2386",20,2005-03-01,"KENTUCKY",NA
"2387",21,2005-05-01,"KENTUCKY",1
"2388",22,NA,"KENTUCKY",NA
"2389",23,2005-11-01,"KENTUCKY",1
"2390",24,2005-10-01,"KENTUCKY",1
"2391",25,2005-09-01,"KENTUCKY",NA
"2392",26,2006-04-01,"KENTUCKY",1
"2393",27,2006-08-01,"KENTUCKY",7
"2394",28,2006-12-01,"KENTUCKY",NA
"2395",29,2006-02-01,"KENTUCKY",NA
"2396",30,2006-01-01,"KENTUCKY",6
"2397",31,2006-07-01,"KENTUCKY",2
"2398",32,2006-06-01,"KENTUCKY",NA
"2399",33,2006-03-01,"KENTUCKY",1
"2400",34,2006-05-01,"KENTUCKY",2
"2401",35,2006-11-01,"KENTUCKY",NA
"2402",36,2006-10-01,"KENTUCKY",1
"2403",37,2006-09-01,"KENTUCKY",12
"2404",38,2007-04-01,"KENTUCKY",5
"2405",39,2007-08-01,"KENTUCKY",9
"2406",40,2007-12-01,"KENTUCKY",6
"2407",41,2007-02-01,"KENTUCKY",NA
"2408",42,2007-01-01,"KENTUCKY",3
"2409",43,2007-07-01,"KENTUCKY",1
"2410",44,2007-06-01,"KENTUCKY",3
"2411",45,2007-03-01,"KENTUCKY",NA
"2412",46,2007-05-01,"KENTUCKY",1
"2413",47,2007-11-01,"KENTUCKY",NA
"2414",48,2007-10-01,"KENTUCKY",NA
"2415",49,2007-09-01,"KENTUCKY",2
"2416",50,2008-04-01,"KENTUCKY",4
"2417",51,2008-08-01,"KENTUCKY",5
"2418",52,2008-12-01,"KENTUCKY",1
"2419",53,2008-02-01,"KENTUCKY",2
"2420",54,2008-01-01,"KENTUCKY",3
"2421",55,2008-07-01,"KENTUCKY",NA
"2422",56,2008-06-01,"KENTUCKY",3
"2423",57,2008-03-01,"KENTUCKY",9
"2424",58,2008-05-01,"KENTUCKY",1
"2425",59,2008-11-01,"KENTUCKY",NA
"2426",60,2008-10-01,"KENTUCKY",1
"2427",61,2008-09-01,"KENTUCKY",1
"2428",62,2009-04-01,"KENTUCKY",1
"2429",63,2009-08-01,"KENTUCKY",10
"2430",64,2009-12-01,"KENTUCKY",NA
"2431",65,2009-02-01,"KENTUCKY",NA
"2432",66,2009-01-01,"KENTUCKY",2
"2433",67,2009-07-01,"KENTUCKY",3
"2434",68,2009-06-01,"KENTUCKY",13
"2435",69,2009-03-01,"KENTUCKY",NA
"2436",70,2009-05-01,"KENTUCKY",15
"2437",71,2009-11-01,"KENTUCKY",1
"2438",72,2009-10-01,"KENTUCKY",2
"2439",73,2009-09-01,"KENTUCKY",7
"2440",74,2010-04-01,"KENTUCKY",2
"2441",75,2010-08-01,"KENTUCKY",25
"2442",76,2010-12-01,"KENTUCKY",3
"2443",77,2010-02-01,"KENTUCKY",1
"2444",78,2010-01-01,"KENTUCKY",1
"2445",79,2010-07-01,"KENTUCKY",13
